,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
1277,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002515970.1||gnl|REF_bmbuc|CCNA_00597), note (CC_0562), ",628523,631663,3140,3,8.678343949044587,8.343949044585987,23.18471337579618,23.18471337579618
1279,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002515971.1||gnl|REF_bmbuc|CCNA_00598), note (CC_0563), ",631886,634816,2930,1,8.907849829351536,8.907849829351536,8.907849829351536,8.907849829351536
1281,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_008877602.1||gnl|REF_bmbuc|CCNA_03887), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (ribosome profiling and LC-MS experiments provide evidence for a possible non-canonical translation start site at nucleotide position 635026), experiment (Start codon verified by LC-MS), ",635047,635673,626,2,51.43769968051119,41.29392971246007,51.43769968051118,51.43769968051118
1285,CDS,"product (MoxR-like ATPase), transl_table (11), protein_id (ref|YP_002515974.1||gnl|REF_bmbuc|CCNA_00601), note (CC_0566), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",636877,637848,971,2,34.80947476828013,31.5653964984552,34.80947476828013,34.80947476828013
1301,CDS,"product (alpha-1,2-mannosidase), transl_table (11), protein_id (ref|YP_002515983.1||gnl|REF_bmbuc|CCNA_00610), note (CC_0574), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",648428,651031,2603,1,6.684594698424895,6.684594698424895,6.684594698424895,6.684594698424895
1305,CDS,"product (L-asparaginase), EC_number (3.5.1.1), transl_table (11), protein_id (ref|YP_002515985.1||gnl|REF_bmbuc|CCNA_00612), note (CC_0576), experiment (EXISTENCE:LC-MS), ",653295,654179,884,1,42.53393665158371,42.53393665158371,42.53393665158371,42.53393665158371
1307,CDS,"product (cyanophycinase), EC_number (3.-.-.-), transl_table (11), protein_id (ref|YP_002515986.3||gnl|REF_bmbuc|CCNA_00613), note (CC_0577), ",654176,655519,1343,1,16.53015636634401,16.53015636634401,16.53015636634401,16.53015636634401
1319,CDS,"product (succinylglutamic semialdehyde dehydrogenase), EC_number (1.2.1.-), transl_table (11), protein_id (ref|YP_002515991.1||gnl|REF_bmbuc|CCNA_00618), note (CC_0582), experiment (EXISTENCE:LC-MS), ",661761,663179,1418,1,20.31029619181946,20.31029619181946,20.31029619181946,20.31029619181946
1353,CDS,"product (receiver domain-glutamate methylesterase CheBII), EC_number (3.1.1.61), transl_table (11), protein_id (ref|YP_002516006.1||gnl|REF_bmbuc|CCNA_00633), note (CC_0597), ",679391,680467,1076,3,67.93680297397769,20.66294919454771,67.93680297397769,67.93680297397769
1359,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516009.1||gnl|REF_bmbuc|CCNA_00636), note (CC_0600), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",683537,684388,851,1,21.8566392479436,21.8566392479436,21.85663924794359,21.85663924794359
1365,CDS,"product (FhaB-family exoprotein), transl_table (11), protein_id (ref|YP_002516011.1||gnl|REF_bmbuc|CCNA_00638), note (CC_0602), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",687421,690129,2708,1,8.382570162481537,8.382570162481537,8.382570162481537,8.382570162481537
1367,CDS,"product (FhaC-family hemolysin activation/secretion protein), transl_table (11), protein_id (ref|YP_002516012.1||gnl|REF_bmbuc|CCNA_00639), note (CC_0603), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",690126,691751,1625,1,9.292307692307693,9.292307692307693,9.292307692307693,9.292307692307693
1369,ncRNA,"ncRNA_class (other), product (small non-coding RNA), experiment (EXISTENCE:RNA-seq), ",691049,691611,562,1,26.86832740213523,26.86832740213523,26.86832740213523,26.86832740213523
1392,CDS,"product (MFS superfamily nitrate/nitrite transporter NarK), transl_table (11), protein_id (ref|YP_002516023.2||gnl|REF_bmbuc|CCNA_00650), note (CC_0614), ",700527,701747,1220,2,65.98360655737704,15.12295081967213,65.98360655737704,65.98360655737704
1394,CDS,"product (nitrite reductase (NAD(P)H) catalytic subunit), EC_number (1.7.1.4), transl_table (11), protein_id (ref|YP_002516024.1||gnl|REF_bmbuc|CCNA_00651), note (CC_0615), experiment (EXISTENCE:Ribosome profiling), ",701776,704244,2468,2,13.16855753646677,13.16855753646677,13.16855753646677,13.16855753646677
1396,CDS,"product (nitrite reductase (NAD(P)H) small subunit), EC_number (1.7.1.4), transl_table (11), protein_id (ref|YP_002516025.1||gnl|REF_bmbuc|CCNA_00652), note (CC_0616), ",704241,704585,344,1,28.19767441860465,28.19767441860465,28.19767441860465,28.19767441860465
1398,CDS,"product (assimilatory nitrate reductase catalytic subunit), EC_number (1.7.1.2), transl_table (11), protein_id (ref|YP_002516026.1||gnl|REF_bmbuc|CCNA_00653), note (CC_0617), ",704586,707264,2678,1,9.932785660941,9.932785660941,9.932785660941,9.932785660941
1426,CDS,"product (C4-dicarboxylate transport protein), transl_table (11), protein_id (ref|YP_002516037.2||gnl|REF_bmbuc|CCNA_00664), note (CC_0628), experiment (EXISTENCE:Ribosome profiling), ",720528,721781,1253,3,54.9880287310455,16.0415003990423,96.72785315243416,96.72785315243416
1428,CDS,"product (GAF-family sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002516038.1||gnl|REF_bmbuc|CCNA_00665), note (CC_0629), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",721949,723094,1145,1,14.75982532751092,14.75982532751092,14.75982532751092,14.75982532751092
1432,CDS,"product (lipopolysaccharide biosynthesis protein), transl_table (11), protein_id (ref|YP_002516040.1||gnl|REF_bmbuc|CCNA_00667), note (CC_0631), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",723506,724690,1184,1,16.89189189189189,16.89189189189189,16.89189189189189,16.89189189189189
1434,CDS,"product (capsular polysaccharide biosynthesis protein), transl_table (11), protein_id (ref|YP_002516041.1||gnl|REF_bmbuc|CCNA_00668), note (CC_0632), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",724701,725753,1052,3,15.5893536121673,17.23700887198986,67.9657794676806,67.9657794676806
1436,CDS,"product (glycosyltransferase family 99 protein WbsX), transl_table (11), protein_id (ref|YP_002516042.1||gnl|REF_bmbuc|CCNA_00669), note (CC_0633), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",725750,728206,2456,6,28.78664495114007,10.17915309446254,86.4413680781759,86.4413680781759
1446,CDS,"product (NAD(FAD)-utilizing dehydrogenase), transl_table (11), protein_id (ref|YP_002516047.1||gnl|REF_bmbuc|CCNA_00674), note (CC_0638), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",731887,733134,1247,2,24.69927826784282,18.68484362469928,24.69927826784282,24.69927826784282
1460,CDS,"product (transposase, IS116/IS110/IS902 family), transl_table (11), protein_id (ref|YP_002516052.1||gnl|REF_bmbuc|CCNA_00679), note (CC_0642), ",735544,736479,935,2,22.99465240641711,18.87700534759358,22.99465240641711,22.99465240641711
1468,CDS,"product (Deoxyribodipyrimidine photo-lyase-related protein), transl_table (11), protein_id (ref|YP_002516056.1||gnl|REF_bmbuc|CCNA_00683), note (CC_0646), ",738931,740460,1529,1,13.99607586657946,13.99607586657946,13.99607586657946,13.99607586657946
1470,CDS,"product (anti-sigma factor, ChrR-family), transl_table (11), protein_id (ref|YP_002516057.1||gnl|REF_bmbuc|CCNA_00684), note (CC_0647), experiment (EXISTENCE:Ribosome profiling), ",740473,741111,638,2,39.81191222570533,39.57680250783699,39.81191222570533,39.81191222570533
1472,CDS,"product (RNA polymerase sigma factor), transl_table (11), protein_id (ref|YP_002516058.1||gnl|REF_bmbuc|CCNA_00685), note (CC_0648), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",741108,741725,617,1,38.41166936790924,38.41166936790924,38.41166936790924,38.41166936790924
1474,CDS,"product (peptidase family S41 protein), transl_table (11), protein_id (ref|YP_002516059.1||gnl|REF_bmbuc|CCNA_00686), note (CC_0649), experiment (EXISTENCE:Ribosome profiling), ",741897,743330,1433,1,12.42149337055129,12.42149337055129,12.42149337055129,12.42149337055129
1478,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516061.1||gnl|REF_bmbuc|CCNA_00688), note (CC_0651), ",743786,745096,1310,1,9.16030534351145,9.16030534351145,9.16030534351145,9.16030534351145
1480,CDS,"product (PAS-family hybrid histidine kinase/receiver protein), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002516062.1||gnl|REF_bmbuc|CCNA_00689), note (CC_0652), ",745305,747635,2330,2,18.15450643776824,9.63519313304721,18.15450643776824,18.15450643776824
1486,CDS,"product (PAS-family GGDEF/EAL protein), transl_table (11), protein_id (ref|YP_002516065.1||gnl|REF_bmbuc|CCNA_00692), note (CC_0655), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",749166,751250,2084,2,10.79654510556622,10.79654510556622,10.79654510556622,10.79654510556622
1490,CDS,"product (DEXQ-box helicase domain protein), transl_table (11), protein_id (ref|YP_002516067.1||gnl|REF_bmbuc|CCNA_00694), note (CC_0657), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",751775,754342,2567,1,24.54226723802104,24.54226723802104,24.54226723802104,24.54226723802104
1492,CDS,"product (metal-dependent hydrolase), transl_table (11), protein_id (ref|YP_002516068.1||gnl|REF_bmbuc|CCNA_00695), note (CC_0658), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",754514,756148,1634,1,12.0563035495716,12.0563035495716,12.0563035495716,12.0563035495716
1494,CDS,"product (O6-methylguanine-DNA methyltransferase), EC_number (2.1.1.63), transl_table (11), protein_id (ref|YP_002516069.1||gnl|REF_bmbuc|CCNA_00696), note (CC_0659), experiment (EXISTENCE:Ribosome profiling), ",756229,756804,575,1,26.78260869565217,26.78260869565217,26.78260869565218,26.78260869565218
1495,mobile_element,"mobile_element_type (insertion sequence:possible IS element), ",756826,757073,247,2,44.53441295546558,44.53441295546558,44.53441295546558,44.53441295546558
1505,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002516073.2||gnl|REF_bmbuc|CCNA_00700), note (CC_0663), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",759099,761024,1925,1,8.779220779220779,8.779220779220779,8.779220779220779,8.779220779220779
1509,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_008877603.1||gnl|REF_bmbuc|CCNA_03888), experiment (EXISTENCE:Ribosome profiling), ",761965,762324,359,1,56.82451253481894,56.82451253481894,56.82451253481894,56.82451253481894
1515,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516078.2||gnl|REF_bmbuc|CCNA_00705), note (CC_0669), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",763025,763315,290,1,98.62068965517241,98.62068965517241,98.62068965517241,98.62068965517241
1517,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516079.1||gnl|REF_bmbuc|CCNA_00706), note (CC_0670), ",763590,764003,413,1,81.1138014527845,81.1138014527845,81.1138014527845,81.1138014527845
1519,CDS,"product (SdiA-regulated superfamily protein), transl_table (11), protein_id (ref|YP_002516080.1||gnl|REF_bmbuc|CCNA_00707), note (CC_0671), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",764103,765185,1082,5,71.90388170055454,57.37523105360443,96.5804066543438,96.5804066543438
1521,CDS,"product (cobaltochelatase cobT subunit), EC_number (6.6.1.2), transl_table (11), protein_id (ref|YP_002516081.1||gnl|REF_bmbuc|CCNA_00708), note (CC_0672), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",765182,767110,1928,1,13.7448132780083,13.7448132780083,13.7448132780083,13.7448132780083
1525,CDS,"product (alpha/beta hydrolase family protein), transl_table (11), protein_id (ref|YP_002516083.1||gnl|REF_bmbuc|CCNA_00710), note (CC_0674), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",767521,768690,1169,1,12.31822070145423,12.31822070145423,12.31822070145423,12.31822070145423
1527,CDS,"product (inner membrane complex protein), transl_table (11), protein_id (ref|YP_002516084.1||gnl|REF_bmbuc|CCNA_00711), note (CC_0675), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",768833,769933,1100,1,26.36363636363636,26.36363636363636,26.36363636363636,26.36363636363636
1529,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516085.1||gnl|REF_bmbuc|CCNA_00712), experiment (EXISTENCE:Ribosome profiling), ",769938,770252,314,1,78.6624203821656,78.6624203821656,78.6624203821656,78.6624203821656
1555,CDS,"product (type I secretion protein CdzB, adaptor), transl_table (11), protein_id (ref|YP_002516092.1||gnl|REF_bmbuc|CCNA_00719), note (CC_0683), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (gene product is involved in secretion of the Cdz killing system, according to Garcia-Bayona, et al. eLife. 2017; 6: e24869. doi: 10.7554/eLife.24869), ",774394,775635,1241,2,20.1450443190975,19.66156325543916,20.1450443190975,20.1450443190975
1565,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516097.1||gnl|REF_bmbuc|CCNA_00724), note (CC_0688), experiment (EXISTENCE:Ribosome profiling), ",780321,780749,428,1,31.30841121495327,31.30841121495327,31.30841121495327,31.30841121495327
1567,CDS,"product (O6-methylguanine-DNA methyltransferase), EC_number (2.1.1.63), transl_table (11), protein_id (ref|YP_002516098.1||gnl|REF_bmbuc|CCNA_00725), note (CC_0689), ",780950,781612,662,2,22.05438066465257,21.75226586102719,22.05438066465257,22.05438066465257
1575,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516102.2||gnl|REF_bmbuc|CCNA_00729), note (CC_0693), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",785054,786358,1304,2,11.80981595092025,11.80981595092025,11.80981595092025,11.80981595092025
1579,CDS,"product (DNA mismatch repair protein mutL), transl_table (11), protein_id (ref|YP_002516104.1||gnl|REF_bmbuc|CCNA_00731), note (CC_0695), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",787361,789274,1913,4,19.44589649764767,15.22477783585991,46.00104547830632,46.00104547830632
1591,CDS,"product (isoleucyl-tRNA synthetase), EC_number (6.1.1.5), transl_table (11), protein_id (ref|YP_002516110.1||gnl|REF_bmbuc|CCNA_00737), note (CC_0701), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",793796,796705,2909,3,6.726251862037356,6.726251862037356,64.04262633207287,64.04262633207287
1593,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009020506.1||gnl|REF_bmbuc|CCNA_03934), experiment (EXISTENCE:Ribosome profiling), ",796784,796828,44,1,100.0,100.0,100.0,100.0
1595,CDS,"product (DegQ-family trypsin-like serine prototease), EC_number (3.4.21.-), transl_table (11), protein_id (ref|YP_002516111.1||gnl|REF_bmbuc|CCNA_00738), note (CC_0702), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",797019,798110,1091,1,11.73235563703025,11.73235563703025,11.73235563703025,11.73235563703025
1597,CDS,"product (riboflavin kinase/FMN adenylyltransferase), EC_number (2.7.1.26), transl_table (11), protein_id (ref|YP_002516113.1||gnl|REF_bmbuc|CCNA_00740), note (CC_0703), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",798513,799454,941,1,21.78533475026568,21.78533475026568,21.78533475026568,21.78533475026568
1599,CDS,"product (3-hydroxybutyryl-CoA dehydratase), EC_number (4.2.1.55), transl_table (11), protein_id (ref|YP_002516114.2||gnl|REF_bmbuc|CCNA_00741), note (CC_0704), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",799454,799879,425,1,41.17647058823529,41.17647058823529,41.1764705882353,41.1764705882353
1607,CDS,"product (oxidative DNA demethylation family protein), transl_table (11), protein_id (ref|YP_002516118.1||gnl|REF_bmbuc|CCNA_00745), note (CC_0708), ",802070,802774,704,1,14.48863636363637,14.48863636363637,14.48863636363636,14.48863636363636
1609,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009020507.1||gnl|REF_bmbuc|CCNA_03935), experiment (EXISTENCE:Ribosome profiling), ",802082,802519,437,1,20.59496567505721,20.59496567505721,20.59496567505721,20.59496567505721
1613,CDS,"product (cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF), transl_table (11), protein_id (ref|YP_002516120.1||gnl|REF_bmbuc|CCNA_00747), note (CC_0710), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",803595,804953,1358,1,22.31222385861561,22.31222385861561,22.31222385861561,22.31222385861561
1621,ncRNA,"ncRNA_class (other), product (small non-coding RNA), experiment (EXISTENCE:RNA-seq), ",808729,808841,112,1,100.0,100.0,100.0,100.0
1627,CDS,"product (lysine 2,3-aminomutase), EC_number (5.4.3.2), transl_table (11), protein_id (ref|YP_002516126.2||gnl|REF_bmbuc|CCNA_00753), note (CC_0716), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",811400,812437,1037,1,18.12921890067502,18.12921890067502,18.12921890067502,18.12921890067502
1637,CDS,"product (lysyl-tRNA synthetase), EC_number (6.1.1.6), transl_table (11), protein_id (ref|YP_002516130.1||gnl|REF_bmbuc|CCNA_00757), note (CC_0720), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",814256,815314,1058,1,13.23251417769376,13.23251417769376,13.23251417769376,13.23251417769376
1641,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002516132.1||gnl|REF_bmbuc|CCNA_00759), note (CC_0722), ",816201,818675,2474,2,5.941794664510914,5.840743734842361,5.941794664510914,5.941794664510914
1645,CDS,"product (two component sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002516133.1||gnl|REF_bmbuc|CCNA_00760), note (CC_0723), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",818810,820510,1700,1,9.529411764705882,9.529411764705882,9.529411764705882,9.529411764705882
1667,CDS,"product (TetR family transcriptional regulator), transl_table (11), protein_id (ref|YP_002516143.1||gnl|REF_bmbuc|CCNA_00770), note (CC_0733), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",825728,826336,608,1,28.125,28.125,28.125,28.125
1670,ncRNA,"ncRNA_class (other), product (small non-coding RNA), experiment (EXISTENCE:ncRNA mapped by tiling arrays experiments of Landt, et al. (2008) Mol Micro. 68;3:600-14. doi: 10.1111/j.1365-2958.2008.06172.x), ",826839,826953,114,1,85.08771929824562,85.08771929824562,85.08771929824562,85.08771929824562
1674,CDS,"product (carboxypeptidase S), EC_number (3.4.17.4), transl_table (11), protein_id (ref|YP_002516146.4||gnl|REF_bmbuc|CCNA_00773), note (CC_0736), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",827458,828936,1478,4,22.12449255751015,18.87686062246279,46.34641407307172,46.34641407307172
1680,CDS,"product (aspartate aminotransferase), EC_number (2.6.1.1), transl_table (11), protein_id (ref|YP_002516148.1||gnl|REF_bmbuc|CCNA_00775), note (CC_0738), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",830436,831593,1157,1,11.92739844425238,11.92739844425238,11.92739844425238,11.92739844425238
1682,CDS,"product (OAR protein precursor), transl_table (11), protein_id (ref|YP_002516149.1||gnl|REF_bmbuc|CCNA_00776), note (CC_0739), ",831686,835249,3563,1,18.77631209654785,18.77631209654785,18.77631209654785,18.77631209654785
1684,CDS,"product (PAS family GGDEF/EAL protein), transl_table (11), protein_id (ref|YP_002516150.2||gnl|REF_bmbuc|CCNA_00777), note (CC_0740), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",835363,837786,2423,1,10.77177053239785,10.77177053239785,10.77177053239785,10.77177053239785
1690,CDS,"product (TonB superfamily protein), transl_table (11), protein_id (ref|YP_002516152.2||gnl|REF_bmbuc|CCNA_00779), note (CC_0742), ",840345,840746,401,1,29.67581047381546,29.67581047381546,29.67581047381546,29.67581047381546
1692,CDS,"product (N-formylglutamate deformylase), EC_number (3.5.1.68), transl_table (11), protein_id (ref|YP_002516153.1||gnl|REF_bmbuc|CCNA_00780), note (CC_0743), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",840760,841686,926,1,35.42116630669546,35.42116630669546,35.42116630669546,35.42116630669546
1694,CDS,"product (two-component receiver protein CpdR), transl_table (11), protein_id (ref|YP_002516154.1||gnl|REF_bmbuc|CCNA_00781), note (CC_0744), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",841838,842194,356,1,60.95505617977528,60.95505617977528,60.95505617977528,60.95505617977528
1698,CDS,"product (aminobenzoyl-glutamate transport protein), transl_table (11), protein_id (ref|YP_002516155.2||gnl|REF_bmbuc|CCNA_00782), note (CC_0745), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",842489,844108,1619,4,27.85670166769611,9.465719579987647,47.99258801729463,47.99258801729463
1708,CDS,"product (tRNA methyltransferase/FAD-dependent oxidoreductase MnmC), EC_number (2.1.1.-), transl_table (11), protein_id (ref|YP_002516158.2||gnl|REF_bmbuc|CCNA_00785), note (CC_0748), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",848157,849932,1775,1,57.57746478873239,57.57746478873239,57.57746478873239,57.57746478873239
1710,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009020510.1||gnl|REF_bmbuc|CCNA_03938), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",850116,850442,326,3,100.0,100.0,100.0,100.0
1714,CDS,"product (transporter, major facilitator superfamily), transl_table (11), protein_id (ref|YP_002516161.2||gnl|REF_bmbuc|CCNA_00788), note (CC_0751), experiment (EXISTENCE:Ribosome profiling), ",851554,852870,1316,1,11.77811550151976,11.77811550151976,11.77811550151976,11.77811550151976
1734,CDS,"product (ABC transporter, ATP-binding protein cydC), transl_table (11), protein_id (ref|YP_002516171.1||gnl|REF_bmbuc|CCNA_00798), note (CC_0760), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",861294,862892,1598,2,62.89111389236546,62.89111389236546,62.89111389236545,62.89111389236545
1736,CDS,"product (ABC transporter, ATP-binding protein cydD), transl_table (11), protein_id (ref|YP_002516172.1||gnl|REF_bmbuc|CCNA_00799), note (CC_0761), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",863065,864705,1640,5,90.42682926829269,59.24390243902438,90.42682926829268,90.42682926829268
1740,CDS,"product (cytochrome bd-type quinol oxidase, subunit 2 cydB), EC_number (1.10.3.-), transl_table (11), protein_id (ref|YP_002516174.1||gnl|REF_bmbuc|CCNA_00801), note (CC_0763), experiment (EXISTENCE:Ribosome profiling), ",866406,867557,1151,1,13.64031277150304,13.64031277150304,13.64031277150304,13.64031277150304
1746,CDS,"product (ASC-1 homology domain protein), transl_table (11), protein_id (ref|YP_002516177.1||gnl|REF_bmbuc|CCNA_00804), note (CC_0765), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",868374,868859,485,1,31.1340206185567,31.1340206185567,31.1340206185567,31.1340206185567
1756,CDS,"product (quinone oxidoreductase), EC_number (1.6.5.5), transl_table (11), protein_id (ref|YP_002516182.1||gnl|REF_bmbuc|CCNA_00809), note (CC_0770), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",872590,873585,995,2,59.09547738693467,20.50251256281407,59.09547738693468,59.09547738693468
1758,CDS,"product (acetyl esterase), EC_number (3.1.1.-), transl_table (11), protein_id (ref|YP_002516183.1||gnl|REF_bmbuc|CCNA_00810), note (CC_0771), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",873744,874886,1142,3,58.14360770577934,26.82428488032691,84.32574430823118,84.32574430823118
1764,CDS,"product (flavin-binding monooxygenase-related protein), EC_number (1.14.13.8), transl_table (11), protein_id (ref|YP_002516186.1||gnl|REF_bmbuc|CCNA_00813), note (CC_0774), ",876155,877531,1376,2,18.45930232558139,15.29796511627907,18.45930232558139,18.45930232558139
1766,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516187.1||gnl|REF_bmbuc|CCNA_00814), note (CC_0775), experiment (EXISTENCE:Ribosome profiling), ",877757,878080,323,3,100.0,77.81217750257998,100.0,100.0
1772,CDS,"product (L-sorbosone dehydrogenase), EC_number (1.2.99.-), transl_table (11), protein_id (ref|YP_002516190.1||gnl|REF_bmbuc|CCNA_00817), note (CC_0777), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",879956,881284,1328,2,9.8644578313253,9.8644578313253,75.9789156626506,75.9789156626506
1774,CDS,"product (glutathione S-transferase), EC_number (2.5.1.18), transl_table (11), protein_id (ref|YP_002516191.1||gnl|REF_bmbuc|CCNA_00818), note (CC_0778), ",881445,882167,722,1,57.34072022160665,57.34072022160665,57.34072022160665,57.34072022160665
1776,CDS,"product (3-ketoacyl-CoA thiolase), EC_number (2.3.1.9), transl_table (11), protein_id (ref|YP_002516193.1||gnl|REF_bmbuc|CCNA_00820), note (CC_0779), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",882223,883395,1172,2,14.63310580204778,14.63310580204778,71.07508532423208,71.07508532423208
1780,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002516195.2||gnl|REF_bmbuc|CCNA_00822), note (CC_0781), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",883961,884305,344,1,59.30232558139535,59.30232558139535,59.30232558139535,59.30232558139535
1788,CDS,"product (2-dehydro-3-deoxy-6-phosphogalactonate aldolase), EC_number (4.1.2.21), transl_table (11), protein_id (ref|YP_002516198.1||gnl|REF_bmbuc|CCNA_00825), note (CC_0784), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",886217,886825,608,1,28.28947368421052,28.28947368421052,28.28947368421053,28.28947368421053
1790,CDS,"product (2-dehydro-3-deoxygalactonokinase), EC_number (2.7.1.58), transl_table (11), protein_id (ref|YP_002516199.1||gnl|REF_bmbuc|CCNA_00826), note (CC_0785), experiment (EXISTENCE:LC-MS), ",886822,887742,920,2,91.41304347826087,16.25,91.41304347826087,91.41304347826087
1804,CDS,"product (NAD(P)H:quinone oxidoreductase), EC_number (1.6.5.2), transl_table (11), protein_id (ref|YP_002516206.1||gnl|REF_bmbuc|CCNA_00833), note (CC_0791), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",898620,899219,599,2,27.37896494156928,27.37896494156928,27.37896494156928,27.37896494156928
