,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
1791,CDS,"product (fatty-acid-CoA racemase), transl_table (11), protein_id (ref|NP_215370.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",951632,952711,1079,1,22.33549582947173,22.33549582947173,22.33549582947173,22.33549582947173
1793,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215371.1|), ",952825,953229,404,1,40.84158415841584,40.84158415841584,40.84158415841584,40.84158415841584
1799,CDS,"product (acyltransferase), transl_table (11), protein_id (ref|NP_215374.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00098), inference (protein motif:PROSITE:PS00099), inference (protein motif:PROSITE:PS00737), ",955077,956288,1211,2,11.5606936416185,11.23038810900083,11.5606936416185,11.5606936416185
1801,CDS,"product (fatty oxidation protein FadB), transl_table (11), protein_id (ref|NP_215375.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",956293,958455,2162,1,11.23959296947271,11.23959296947271,11.23959296947271,11.23959296947271
1808,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215377.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",960342,962612,2270,3,7.621145374449338,6.696035242290749,85.19823788546256,85.19823788546256
1818,CDS,"product (resuscitation-promoting factor RpfA), transl_table (11), protein_id (ref|NP_215382.1|), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:15207486]), experiment (DESCRIPTION:Mutation analysis[PMID:18186793]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",964312,965535,1223,6,86.34505314799674,52.1531752521123,86.34505314799672,86.34505314799672
1828,CDS,"product (PE-PGRS family protein PE_PGRS15), transl_table (11), protein_id (ref|YP_177763.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00017), ",968424,970244,1820,10,72.74725274725274,47.43956043956045,79.34065934065934,79.34065934065934
1836,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_215391.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), experiment (EXISTENCE:Mass spectrometry[PMID:17443846]), ",974291,975937,1646,1,15.24908869987849,15.24908869987849,15.24908869987849,15.24908869987849
1838,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215392.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",976075,976863,788,2,80.58375634517766,53.61675126903553,80.58375634517766,80.58375634517766
1862,CDS,"product (citrate synthase 2), transl_table (11), protein_id (ref|NP_215404.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00480), ",988740,989861,1121,2,20.24977698483497,17.08296164139161,20.24977698483497,20.24977698483497
1868,CDS,"product (monooxygenase), transl_table (11), protein_id (ref|NP_215407.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",993853,995340,1487,1,9.347679892400807,9.347679892400807,9.347679892400807,9.347679892400807
1892,CDS,"product (acetyl-CoAcarboxylase carboxyl transferase subunit beta), transl_table (11), protein_id (ref|NP_215419.1|), note (Belongs to the ACCD/PCCB family.), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1006693,1008180,1487,2,10.39004707464694,10.39004707464694,88.83658372562206,88.83658372562206
1914,CDS,"product (PPE family protein PPE14), transl_table (11), protein_id (ref|YP_177765.1|), note (Member of the Mycobacterium tuberculosis PPE protein family), inference (protein motif:PROSITE:PS00626), ",1020058,1021329,1271,2,17.74193548387097,17.74193548387097,43.82376081825334,43.82376081825334
1930,mobile_element,"note (IS1535, len: 2300 nt. Putative Insertion sequence element bounded by 16 bp inverted repeats.), mobile_element_type (insertion sequence:IS1535), ",1027061,1029360,2299,4,59.41713788603741,18.00782949108308,59.41713788603741,59.41713788603741
1935,CDS,"product (transposase), transl_table (11), protein_id (ref|NP_215437.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1027685,1029337,1652,4,62.53026634382567,19.83958837772397,62.53026634382567,62.53026634382567
1938,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215438.1|), ",1029513,1030577,1064,1,38.53383458646616,38.53383458646616,38.53383458646616,38.53383458646616
1940,CDS,"product (divalent metal cation transporter MntH), transl_table (11), protein_id (ref|YP_177767.1|), note (integral membrane protein, alternative gene name: Nramp, Mramp, H+-dependent divalent cation-transport integral membrane protein), experiment (DESCRIPTION:Gene expression[PMID:10477555]), ",1030578,1031864,1286,1,17.1850699844479,17.1850699844479,17.1850699844479,17.1850699844479
1962,CDS,"product (phosphate ABC transporter permease PstC), transl_table (11), protein_id (ref|YP_177771.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00402), ",1043299,1044315,1016,1,29.03543307086614,29.03543307086614,29.03543307086614,29.03543307086614
1978,CDS,"product (monooxygenase), transl_table (11), protein_id (ref|NP_215458.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",1052696,1053736,1040,1,18.55769230769231,18.55769230769231,18.55769230769231,18.55769230769231
1990,CDS,"product (ATP-dependent DNA helicase UvrD), transl_table (11), protein_id (ref|YP_177772.1|), note (ATP dependent DNA helicase II), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (DESCRIPTION:Protein purification and characterization[PMID:17158674]), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), inference (protein motif:PROSITE:PS00017), ",1058260,1060575,2315,1,7.818574514038877,7.818574514038877,7.818574514038877,7.818574514038877
2000,CDS,"product (transmembrane protein), transl_table (11), protein_id (ref|NP_215469.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1065127,1066038,911,1,15.69703622392975,15.69703622392975,15.69703622392975,15.69703622392975
2002,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_215470.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1066078,1067445,1367,2,14.1185076810534,13.93562545720556,14.1185076810534,14.1185076810534
2004,CDS,"product (phosphoribosylglycinamide formyltransferase PurN), transl_table (11), protein_id (ref|NP_215471.1|), note (GART (gar transformylase) (5'-phosphoribosylglycinamide transformylase)), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), experiment (EXISTENCE:Protein crystalography[PMID:19394344]), ",1067561,1068208,647,1,33.23029366306028,33.23029366306028,33.23029366306028,33.23029366306028
2008,CDS,"product (magnesium chelatase), transl_table (11), protein_id (ref|NP_215473.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), ",1069883,1071262,1379,1,30.60188542422045,30.60188542422045,30.60188542422045,30.60188542422045
2024,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215480.1|), ",1076778,1077197,419,1,45.58472553699284,45.58472553699284,45.58472553699284,45.58472553699284
2032,CDS,"product (copper-exporting ATPase), transl_table (11), protein_id (ref|NP_215484.3|), experiment (DESCRIPTION:Gene expression, mutation analysis[PMID:20624225]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00154), ",1078743,1081055,2312,1,18.0363321799308,18.0363321799308,18.0363321799308,18.0363321799308
2034,CDS,"product (integral membrane protein), transl_table (11), protein_id (ref|NP_215485.1|), ",1081052,1081684,632,1,24.05063291139241,24.05063291139241,24.05063291139241,24.05063291139241
2036,CDS,"product (enoyl-CoA hydratase EchA7), transl_table (11), protein_id (ref|NP_215486.1|), note (enoyl hydrase (unsaturated acyl-CoA hydratase) (crotonase)), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1081775,1082584,809,1,15.94561186650185,15.94561186650185,15.94561186650185,15.94561186650185
2040,CDS,"product (acetyl/propionyl-CoA carboxylase subuit alpha), transl_table (11), protein_id (ref|NP_215488.1|), note (alternate gene name: bccA AccA2: biotin carboxylase + biotin carboxyl carrier protein (BCCP)), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), inference (protein motif:PROSITE:PS00188), inference (protein motif:PROSITE:PS00867), ",1083747,1085750,2003,1,10.13479780329506,10.13479780329506,10.13479780329506,10.13479780329506
2044,CDS,"product (acyl-CoA dehydrogenase FadE13), transl_table (11), protein_id (ref|NP_215490.1|), inference (protein motif:PROSITE:PS00073), ",1087348,1088496,1148,1,12.45644599303136,12.45644599303136,12.45644599303136,12.45644599303136
2046,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215491.1|), ",1088493,1090175,1682,4,21.96789536266349,17.46432818073722,58.9179548156956,58.9179548156956
2048,CDS,"product (PE-PGRS family protein PE_PGRS16), transl_table (11), protein_id (ref|YP_177773.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), ",1090373,1093144,2771,10,65.31937928545652,27.00108264164562,65.31937928545652,65.31937928545652
2050,CDS,"product (PE-PGRS family protein PE_PGRS17), transl_table (11), protein_id (ref|YP_177774.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1093361,1094356,995,2,63.31658291457286,42.51256281407035,63.31658291457286,63.31658291457286
2056,CDS,"product (PE-PGRS family protein PE_PGRS18), transl_table (11), protein_id (ref|YP_177775.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), ",1095078,1096451,1373,3,62.85506190823015,44.74386987132798,62.85506190823016,62.85506190823016
2060,CDS,"product (two component histidine-protein kinase/phosphatase MprB), transl_table (11), protein_id (ref|NP_215497.1|), note (MprAB is involved in the regulation of genes in response to environmental stress), experiment (DESCRIPTION:Gene expression, protein purification and characterization[PMID:14638785]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1097508,1099022,1514,1,15.98414795244386,15.98414795244386,15.98414795244386,15.98414795244386
2084,CDS,"product (molybdopterin molybdenumtransferase 1), transl_table (11), protein_id (ref|YP_177776.1|), note (molybdopterin biosynthesis protein MoeA), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1110269,1111549,1280,3,98.984375,67.8125,98.984375,98.984375
2104,CDS,"product (dolichyl-phosphate-mannose--protein mannosyltransferase), transl_table (11), protein_id (ref|NP_215518.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00013), ",1118428,1119939,1511,1,15.94970218398412,15.94970218398412,15.94970218398412,15.94970218398412
2106,CDS,"product (rRNA small subunit methyltransferase I), transl_table (11), protein_id (ref|NP_215519.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1120022,1120879,857,1,24.27071178529755,24.27071178529755,24.27071178529755,24.27071178529755
2108,CDS,"product (membrane protein), transl_table (11), protein_id (ref|NP_215520.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1120889,1122148,1259,3,35.26608419380461,23.90786338363781,35.26608419380461,35.26608419380461
2110,CDS,"product (para-aminobenzoate synthase component I), transl_table (11), protein_id (ref|NP_215521.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",1122222,1123598,1376,2,28.05232558139535,25.39970930232558,28.05232558139535,28.05232558139535
2118,CDS,"product (resuscitation-promoting factor RpfB), transl_table (11), protein_id (ref|NP_215525.1|), experiment (DESCRIPTION:Mutation analysis[PMID:14688133]), experiment (DESCRIPTION:Mutation analysis[PMID:18186793]), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00013), ",1128091,1129179,1088,1,11.30514705882353,11.30514705882353,11.30514705882353,11.30514705882353
2120,CDS,"product (rRNA small subunit methyltransferase A), transl_table (11), protein_id (ref|NP_215526.1|), note (dimethyladenosine transferase KsgA; S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase (16S rRNA dimethylase) (high level kasugamycin resistance protein KsgA) (kasugamycin dimethyltransferase)), inference (protein motif:PROSITE:PS01131), ",1129152,1130105,953,1,19.93704092339979,19.93704092339979,19.93704092339979,19.93704092339979
2124,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215528.1|), ",1131128,1131421,293,1,45.05119453924915,45.05119453924915,45.05119453924915,45.05119453924915
2142,CDS,"product (transcription-repair coupling factor), transl_table (11), protein_id (ref|NP_215536.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), ",1138967,1142671,3704,3,9.773218142548597,8.081353491720662,23.62311015118791,23.62311015118791
2146,CDS,"product (lipoprotein LpqU), transl_table (11), protein_id (ref|NP_215538.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00013), ",1143736,1144467,731,1,32.83173734610123,32.83173734610123,32.83173734610123,32.83173734610123
2158,CDS,"product (sensor protein KdpD), transl_table (11), protein_id (ref|NP_215544.1|), note (Belongs to universal stress protein family.), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), inference (protein motif:PROSITE:PS00017), ",1149104,1151686,2582,3,54.84120836560805,7.203718048024787,54.84120836560805,54.84120836560805
2168,CDS,"product (two component sensor histidine kinase TrcS), transl_table (11), protein_id (ref|NP_215548.1|), note (Note that in vitro autophosphorylation of TrcS requires the presence of Mn2+ or Ca2+ as a divalent cation cofactor and subsequent transphosphorylation of TrcR is evident in the presence of TrcS-phosphate and Ca2+.), experiment (DESCRIPTION:Gene expression[PMID:10089160]), ",1156426,1157955,1529,1,11.44538914323087,11.44538914323087,11.44538914323087,11.44538914323087
2171,mobile_element,"note (IS1560-1, len: 1513 nt. Insertion sequence IS1560.), mobile_element_type (insertion sequence:IS1560-1), ",1158921,1160433,1512,1,6.216931216931217,6.216931216931217,6.216931216931217,6.216931216931217
2179,CDS,"product (PE family protein PE8), transl_table (11), protein_id (ref|YP_177779.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), ",1162549,1163376,827,2,45.10278113663846,31.37847642079807,45.10278113663846,45.10278113663846
2199,CDS,"product (transcriptional repressor), transl_table (11), protein_id (ref|NP_215565.1|), note (This region is a possible MT-complex-specific genomic island (See Becq et al., 2007 PMID:17545187).), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",1172386,1172832,446,1,22.86995515695067,22.86995515695067,22.86995515695067,22.86995515695067
2229,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215581.1|), ",1187435,1188001,566,1,24.91166077738516,24.91166077738516,24.91166077738516,24.91166077738516
2231,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215582.1|), ",1187998,1188393,395,1,68.60759493670886,68.60759493670886,68.60759493670886,68.60759493670886
2233,CDS,"product (PE-PGRS family protein PE_PGRS19), transl_table (11), protein_id (ref|YP_177780.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00583), ",1188421,1190424,2003,3,60.15976035946081,50.8903311699118,60.15976035946081,60.15976035946081
2235,CDS,"product (PE-PGRS family protein PE_PGRS20), transl_table (11), protein_id (ref|YP_177781.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), ",1190757,1192148,1391,3,68.15240833932423,59.33381260484064,68.15240833932423,68.15240833932423
2249,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215591.1|), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), experiment (EXISTENCE:Mass spectrometry[PMID:17443846]), ",1199426,1200370,944,1,23.72881355932203,23.72881355932203,23.72881355932203,23.72881355932203
2263,CDS,"product (mycothiol S-conjugate amidase), transl_table (11), protein_id (ref|NP_215598.1|), experiment (DESCRIPTION:Gene expression, protein characterization[PMID:10978158]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1206520,1207386,866,1,20.66974595842956,20.66974595842956,20.66974595842956,20.66974595842956
2267,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215600.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1207636,1209657,2021,4,74.96288965858486,14.67095497278575,74.96288965858486,74.96288965858486
2271,CDS,"product ((2Z,6E)-farnesyl diphosphate synthase), transl_table (11), protein_id (ref|NP_215602.1|), note (Short (C15) chain Z-FPP synthase (Z-farnesyl diphosphate synthase) (Z-FPP synthetase) (Z-farnesyl diphosphate synthetase) (geranyltranstransferase) (farnesyl pyrophosphate synthetase)), experiment (DESCRIPTION:Gene expression, protein purification and characterization[PMID:10816587]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS01066), ",1210595,1211383,788,1,19.54314720812183,19.54314720812183,19.54314720812183,19.54314720812183
2273,CDS,"product (PE-PGRS family protein PE_PGRS21), transl_table (11), protein_id (ref|YP_177783.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), inference (protein motif:PROSITE:PS00583), ",1211560,1213863,2303,9,83.32609639600521,39.6873643074251,83.32609639600521,83.32609639600521
2277,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_009030029.1|), ",1215225,1215407,182,2,100.0,92.58241758241758,100.0,100.0
2279,CDS,"product (PE-PGRS family protein PE_PGRS22), transl_table (11), protein_id (ref|YP_177786.1|), note (Member of the Mycobacterium tuberculosis PE family, PGRS subfamily of ala-, gly-rich proteins), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1216469,1219030,2561,17,100.0,34.08135608792522,100.0,100.0
2281,CDS,"product (pantothenate kinase), transl_table (11), protein_id (ref|NP_215608.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), ",1219248,1220186,938,1,16.95095948827292,16.95095948827292,16.95095948827292,16.95095948827292
2299,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215616.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1228683,1229384,701,1,23.39514978601997,23.39514978601997,23.39514978601997,23.39514978601997
2315,CDS,"product (4-hydroxy-3-methylbut-2-enyl diphosphate reductase), transl_table (11), protein_id (ref|YP_177788.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1236185,1237192,1007,1,19.76166832174777,19.76166832174777,19.76166832174777,19.76166832174777
2323,CDS,"product (ribonuclease VapC32), transl_table (11), protein_id (ref|NP_215630.1|), note (toxin, part of toxin-antitoxin (TA) operon with Rv1113,contains PIN domain), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1239610,1239984,374,1,37.96791443850267,37.96791443850267,37.96791443850267,37.96791443850267
2337,CDS,"product (glucose-6-phosphate 1-dehydrogenase), transl_table (11), protein_id (ref|YP_177789.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1243707,1245107,1400,1,5.428571428571429,5.428571428571429,5.428571428571429,5.428571428571429
2358,CDS,"product (methylcitrate synthase PrpC), transl_table (11), protein_id (ref|NP_215647.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00480), ",1256132,1257313,1181,1,12.53175275190516,12.53175275190516,12.53175275190516,12.53175275190516
2366,CDS,"product (PPE family protein PPE16), transl_table (11), protein_id (ref|YP_177790.1|), note (Member of the Mycobacterium tuberculosis PPE protein family), ",1262272,1264128,1856,3,13.82004310344828,11.45833333333333,31.08836206896552,31.08836206896552
2416,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215673.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1283056,1284171,1115,2,74.97757847533633,71.0762331838565,74.97757847533633,74.97757847533633
2420,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215674.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (EXISTENCE:Mass spectrometry[PMID:17443846]), ",1284179,1284862,683,5,100.0,65.56368960468521,100.0,100.0
2422,CDS,"product (polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase), transl_table (11), protein_id (ref|NP_215675.1|), note (Belongs to the GT-C superfamily of glycosyltransferases), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1284992,1286287,1295,1,19.61389961389961,19.61389961389961,19.61389961389962,19.61389961389962
2430,CDS,"product (nitrate reductase subunit beta), transl_table (11), protein_id (ref|NP_215678.1|), experiment (COORDINATES:Mass spectrometry[PMID:21969609]), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00190), ",1291065,1292741,1676,1,9.188544152744631,9.188544152744631,9.18854415274463,9.18854415274463
2442,CDS,"product (PPE family protein PPE17), transl_table (11), protein_id (ref|YP_177791.1|), note (Member of the Mycobacterium tuberculosis PPE protein family), ",1298764,1299804,1040,1,11.92307692307692,11.92307692307692,11.92307692307692,11.92307692307692
2452,CDS,"product (FO synthase), transl_table (11), protein_id (ref|NP_215689.1|), note (F420 biosynthesis protein FbiC), experiment (EXISTENCE:Mass spectrometry[PMID:15525680]), ",1302931,1305501,2570,1,13.46303501945525,13.46303501945525,13.46303501945525,13.46303501945525
2467,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215695.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1310480,1313299,2819,2,24.15750266051792,13.58637814827953,24.15750266051791,24.15750266051791
2471,CDS,"product (polyketide beta-ketoacyl synthase), transl_table (11), protein_id (ref|NP_215697.1|), note (Rv1180/Rv1181 fusion has been called msl3. The two CDS's may represent separate modules of the polyketide synthase.), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1315234,1319982,4748,2,3.180286436394271,3.180286436394271,78.77000842459984,78.77000842459984
2491,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215707.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00044), ",1333931,1334845,914,1,32.27571115973742,32.27571115973742,32.27571115973742,32.27571115973742
2497,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215710.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1337248,1338513,1265,1,11.77865612648221,11.77865612648221,11.77865612648221,11.77865612648221
2501,CDS,"product (PPE family protein PPE18), transl_table (11), protein_id (ref|YP_177795.1|), note (Member of the Mycobacterium tuberculosis PPE protein family), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1339349,1340524,1175,3,87.14893617021276,12.87943262411348,87.14893617021276,87.14893617021276
2517,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215719.1|), ",1346321,1346905,584,1,59.93150684931506,59.93150684931506,59.93150684931507,59.93150684931507
2519,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_215720.1|), inference (protein motif:PROSITE:PS00017), ",1346936,1348624,1688,2,52.84360189573459,12.35189573459716,52.84360189573459,52.84360189573459
2547,CDS,"product (tetronasin ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_215734.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), inference (protein motif:PROSITE:PS00211), ",1361798,1362733,935,1,17.64705882352941,17.64705882352941,17.64705882352941,17.64705882352941
2551,CDS,"product (methyltransferase), transl_table (11), protein_id (ref|NP_215736.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1363503,1364150,647,2,29.28902627511592,29.28902627511592,82.9984544049459,82.9984544049459
2556,CDS,"product (anti-sigma E factor RseA), transl_table (11), protein_id (ref|NP_215738.1|), note (A core mycobacterial gene; conserved in mycobacterial strains (See Marmiesse et al., 2004 PMID:14766927).), experiment (DESCRIPTION:Protein purification and characterization[PMID:20025669]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1365344,1365808,464,1,41.81034482758621,41.81034482758621,41.81034482758621,41.81034482758621
2572,CDS,"product (multiple resistance/pH adaptation protein), transl_table (11), protein_id (ref|NP_215745.1|), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), inference (protein motif:PROSITE:PS00017), ",1371777,1372949,1172,1,12.45733788395904,12.45733788395904,12.45733788395904,12.45733788395904
2574,CDS,"product (membrane protein), transl_table (11), protein_id (ref|NP_215746.1|), experiment (EXISTENCE:Mass spectrometry[PMID:21085642]), ",1372962,1374197,1235,1,13.11740890688259,13.11740890688259,13.11740890688259,13.11740890688259
2598,CDS,"product (ribonuclease VapC33), transl_table (11), protein_id (ref|NP_215758.1|), note (toxin, part of toxin-antitoxin (TA) operon with Rv1241, contains PIN domain), experiment (EXISTENCE:Mass spectrometry[PMID:20429878]), experiment (EXISTENCE:Mass spectrometry[PMID:21920479]), ",1384535,1384966,431,4,100.0,91.87935034802784,100.0,100.0
